Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
"Jobs, Skills, Training and Labour",2015,Partnerships Cons,Stds Safety and Compliance 6,107461.53,1311.5,25692.67,0
"Jobs, Skills, Training and Labour",2015,"Technical Advisor, QA",Stds Safety and Compliance 6,107461.53,165.66,23426.26,0
"Jobs, Skills, Training and Labour",2015,Director of Legislative Serv,Senior Manager Zone 2,119530.39,0,36642.48,0
"Jobs, Skills, Training and Labour",2015,"Technical Advisor, Training",Stds Safety and Compliance 6,107595.9,0,21357.73,0
"Jobs, Skills, Training and Labour",2015,Partnerships Cons,Stds Safety and Compliance 6,107461.53,0,22111.12,0
"Jobs, Skills, Training and Labour",2015,OHS Technical Advisor,Stds Safety and Compliance 6,106013.89,13688.65,27039.04,0
"Jobs, Skills, Training and Labour",2015,Technical Advisor Training,Stds Safety and Compliance 6,107461.53,19752.29,24912.94,0
"Jobs, Skills, Training and Labour",2015,Mgr-Settlement,Senior Manager Zone 2,137633.11,0,6903.8,0
"Jobs, Skills, Training and Labour",2015,ADM Safe Fair Healthy Wok Div,Executive Manager 2,198355.41,0,54190.12,0
"Jobs, Skills, Training and Labour",2015,Dir-ES Regional Services South,Senior Manager Zone 2,133763.21,0,43615,0
"Jobs, Skills, Training and Labour",2015,Partnerships Cons,Stds Safety and Compliance 6,107587.17,0,23263.29,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,107461.53,30124.4,22361.11,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,107461.53,23319.61,23175.18,0
"Jobs, Skills, Training and Labour",2015,Partnerships Cons,Stds Safety and Compliance 6,107461.53,0,23662.59,0
"Jobs, Skills, Training and Labour",2015,Partnerships Cons,Stds Safety and Compliance 6,106162.29,2540.18,23974.68,0
"Jobs, Skills, Training and Labour",2015,Effective Practices Specialist,Stds Safety and Compliance 7,113968.34,0,24739.83,0
"Jobs, Skills, Training and Labour",2015,OHS Technical Advisor,Stds Safety and Compliance 6,107461.53,0,25410.61,0
"Jobs, Skills, Training and Labour",2015,Investigations Manager,Manager Zone 2,109752.49,0,36897.36,0
"Jobs, Skills, Training and Labour",2015,Assistant Director,Senior Manager Zone 2,139839.61,0,41316.38,0
"Jobs, Skills, Training and Labour",2015,Deputy Chair,Senior Official,173980.92,10123.35,45832.53,0
"Jobs, Skills, Training and Labour",2015,"Director, Labour Mobility Unit",Senior Manager Zone 2,130526.13,0,38189.61,0
"Jobs, Skills, Training and Labour",2015,Mgr-FQR Initiatives,Manager Zone 2,109488.92,0,32343.6,0
"Jobs, Skills, Training and Labour",2015,"Technical Advisor, Training",Stds Safety and Compliance 6,107595.9,8452.51,23003.66,0
"Jobs, Skills, Training and Labour",2015,Ex Dir-OHS Policy & Program,Executive Manager 1,161966.71,0,45595.02,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,107461.53,2519.48,21718.98,0
"Jobs, Skills, Training and Labour",2015,Director of Mines,Engineering & Related Level 4,125625.93,13170.07,31713.12,0
"Jobs, Skills, Training and Labour",2015,WCB Review Secretariat,Executive Manager 2,195613.8,0,52315.07,0
"Jobs, Skills, Training and Labour",2015,Effective Practices Specialist,Stds Safety and Compliance 7,112668.79,0,24484.77,0
"Jobs, Skills, Training and Labour",2015,Workplace Health & Safety Cons,Stds Safety and Compliance 7,112668.79,0,22489.65,0
"Jobs, Skills, Training and Labour",2015,Mgr-Settlement,Senior Manager Zone 2,106175.01,0,26202.13,0
"Jobs, Skills, Training and Labour",2015,Dir-LR Policy,Senior Manager Zone 2,129192.55,0,36443.74,0
"Jobs, Skills, Training and Labour",2015,"Manager, I & C Edmonton",Manager Zone 2,112237.14,0,16229.56,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,107461.53,22970.05,23175.19,0
"Jobs, Skills, Training and Labour",2015,Partnerships Cons,Stds Safety and Compliance 6,107461.53,0,23175.19,0
"Jobs, Skills, Training and Labour",2015,"Director, WCP",Senior Manager Zone 1,107332.65,0,33258.43,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,107461.53,25655.79,22936.95,0
"Jobs, Skills, Training and Labour",2015,Emerging Technologies Manager,Senior Manager Zone 1,109062.77,496.99,26843.63,0
"Jobs, Skills, Training and Labour",2015,OHS Technical Advisor,Stds Safety and Compliance 6,107864.63,9280.01,25103.3,0
"Jobs, Skills, Training and Labour",2015,"Dir, Prof Governance Unit",Senior Manager Zone 2,125839.6,0,38739.67,0
"Jobs, Skills, Training and Labour",2015,Sr Occupational Hygienist,Stds Safety and Compliance 7,112668.79,0,26307.83,0
"Jobs, Skills, Training and Labour",2015,"Director, Marketing",Senior Manager Zone 1,113267.79,0,34194.6,0
"Jobs, Skills, Training and Labour",2015,"Investigations Manager, North",Manager Zone 2,108155.97,16600.5,25234.13,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,107565.13,10674.12,23939.8,0
"Jobs, Skills, Training and Labour",2015,Safety Specialist,Stds Safety and Compliance 7,112836.69,0,25271.83,0
"Jobs, Skills, Training and Labour",2015,"Director, Financial Planning",Senior Manager Zone 2,116616.1,0,35926.16,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,106162.29,9820.13,22934.5,0
"Jobs, Skills, Training and Labour",2015,Occupational Hygienist,Stds Safety and Compliance 6,107461.53,0,25186.28,0
"Jobs, Skills, Training and Labour",2015,Dir-Occupational Disease,Senior Manager Zone 2,133241.15,0,39802.31,0
"Jobs, Skills, Training and Labour",2015,"Manager, Client Services",Manager Zone 2,113321.01,0,32966.99,0
"Jobs, Skills, Training and Labour",2015,Manager of Field Operations,Manager Zone 2,110620.77,0,34549.64,0
"Jobs, Skills, Training and Labour",2015,Dir-ES Policy and Legislation,Senior Manager Zone 2,135446.1,0,38687.56,0
"Jobs, Skills, Training and Labour",2015,Mgr-OHS Programs,Manager Zone 2,112829.31,6045.84,34544.14,0
"Jobs, Skills, Training and Labour",2015,"Dir., IQAS",Senior Manager Zone 2,124760.58,3073.74,36237.05,0
"Jobs, Skills, Training and Labour",2015,Legal Counsel,Senior Manager Zone 2,161692.66,0,46273.99,0
"Jobs, Skills, Training and Labour",2015,"Technical Advisor, Training",Stds Safety and Compliance 6,107461.53,13109.22,25382.46,0
"Jobs, Skills, Training and Labour",2015,Mgr-OHS Programs,Manager Zone 2,116180.05,0,32475.37,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,107461.53,14049.57,23175.18,0
"Jobs, Skills, Training and Labour",2015,Chief Information Officer,Executive Manager 1,145393.36,0,42146.36,0
"Jobs, Skills, Training and Labour",2015,Partnerships Cons,Stds Safety and Compliance 6,107461.53,0,23309.59,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,107461.53,48667.68,23175.16,0
"Jobs, Skills, Training and Labour",2015,Mgr Assessment Services IQAS,Manager Zone 2,108354.71,0,33068.14,0
"Jobs, Skills, Training and Labour",2015,Mgr-OHS Programs,Manager Zone 2,112829.31,0,33163.42,0
"Jobs, Skills, Training and Labour",2015,Mgr-Administrative Services,Manager Zone 2,110620.77,0,34603.15,0
"Jobs, Skills, Training and Labour",2015,Partnerships Cons,Stds Safety and Compliance 6,107461.53,0,25038.46,0
"Jobs, Skills, Training and Labour",2015,Mgr-OHS Programs,Manager Zone 2,112873.55,0,33810.53,0
"Jobs, Skills, Training and Labour",2015,Technical Advisor,Stds Safety and Compliance 6,107461.53,10459.3,23583.47,0
"Jobs, Skills, Training and Labour",2015,Partnerships Consultant,Stds Safety and Compliance 6,107461.53,0,26063.6,0
"Jobs, Skills, Training and Labour",2015,Lead Investigator,Stds Safety and Compliance 6,107696.93,18526.45,23020.54,0
"Jobs, Skills, Training and Labour",2015,Mgr-Research and Stakeholder,Manager Zone 2,111314.02,0,34392.23,0
"Jobs, Skills, Training and Labour",2015,Investigation Specialist,Stds Safety and Compliance 6,107461.53,45333.08,23713.78,0
"Jobs, Skills, Training and Labour",2015,Labour Relations Advisor,Manager Zone 2,110620.77,0,34182.81,0
"Jobs, Skills, Training and Labour",2015,Ex Dir-Workplace Policy Prog,Executive Manager 1,169371.1,0,46896.33,0
"Jobs, Skills, Training and Labour",2015,LRO,Human Relations Level 3,105078.88,0,24906.64,0
"Jobs, Skills, Training and Labour",2015,"Dir., Immigration Programs",Senior Manager Zone 2,137633.11,0,41028.92,0
"Jobs, Skills, Training and Labour",2015,Team Lead - Training & Dev,Stds Safety and Compliance 6,107461.53,35646.98,23175.18,0
"Jobs, Skills, Training and Labour",2015,Mgr-OHS Insp Prog North,Manager Zone 2,112829.31,3627.5,33449.97,0
"Jobs, Skills, Training and Labour",2015,"ADM, Strategy and Policy",Executive Manager 2,155436.94,3672.35,43966.42,0
"Jobs, Skills, Training and Labour",2015,Director,Manager Zone 2,108065.68,0,30902.67,0
"Jobs, Skills, Training and Labour",2015,Dir Immigration Pol&Strat Rel,Senior Manager Zone 1,111584.7,100,34810.71,0
"Jobs, Skills, Training and Labour",2015,"Mgr, Division Executive Operat",Manager Zone 2,110620.77,12088.9,32930.26,0
"Jobs, Skills, Training and Labour",2015,"ED, Workforce Initatives",Executive Manager 1,130097.81,0,38760.26,0
"Jobs, Skills, Training and Labour",2015,"Dir, Labour Market Intelligenc",Senior Manager Zone 1,128170.6,0,36760.08,0
"Jobs, Skills, Training and Labour",2015,General Counsel,Senior Manager Zone 1,149876.35,0,41618.49,0
"Jobs, Skills, Training and Labour",2015,Effective Practices Specialist,Stds Safety and Compliance 7,112668.79,5048.52,25987.77,0
"Jobs, Skills, Training and Labour",2015,Dir. Settlement& Lang Programs,Senior Manager Zone 1,122788.39,6263.46,37549.94,0
"Jobs, Skills, Training and Labour",2015,"Chief of Staff/ED, Integration",Executive Manager 1,158660.17,0,43608.93,0
"Jobs, Skills, Training and Labour",2015,Public Affairs Officer,Program Services 4,105692.12,3091.11,29782.46,0
"Jobs, Skills, Training and Labour",2015,Effective Practices Specialist,Stds Safety and Compliance 7,112668.79,0,24522.57,0
"Jobs, Skills, Training and Labour",2015,Sr InternlLabourMobilityAdvis,Program Services 5,105939,0,21311.96,0
"Jobs, Skills, Training and Labour",2015,"Dir., Sector Engagement",Senior Manager Zone 1,128099.01,0,36741.7,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,45694.37,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,110883.71,0,27947.63,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,0,23161.76,0
Justice and Solicitor General,2015,Assistant Northern Director,Manager Zone 2,108386.55,200,27396.92,0
Justice and Solicitor General,2015,Assist Chief Medical Examiner,Pathologist IV,357075,0,7110.42,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,49222.44,0
Justice and Solicitor General,2015,Justice Legal Counsel 2,Justice Legal Counsel 2,139658.8,0,45611.84,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,173587.61,0,46450.06,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,172926.93,0,45579.04,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,0,39123.94,0
Justice and Solicitor General,2015,"Director, Program Support",Senior Manager Zone 1,122788.39,0,35531.3,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,135590.87,0,38657.51,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,162771.73,0,45770.38,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,110620.77,0,34603.15,0
Justice and Solicitor General,2015,Assist Chief Crown Prosecutor,Justice Legal Counsel 4,176298.31,0,49885.89,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 4,199482.9,0,53499.99,0
Justice and Solicitor General,2015,Deputy Director Operations,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,"Director, ALERT",Senior Manager Zone 2,137633.11,0,37747.35,0
Justice and Solicitor General,2015,"Senior Manager, Service Mgt.1",Senior Manager Zone 1,122788.39,0,34827.1,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 5,196005.15,0,54769.2,0
Justice and Solicitor General,2015,Sr Strategic  Business Analyst,Manager Zone 2,110620.77,0,35044.31,0
Justice and Solicitor General,2015,"Dir. Plan, Rsrch. & Proj. Mgmt",Senior Manager Zone 1,129713.17,0,38895.84,0
Justice and Solicitor General,2015,Executive Director,Executive Manager 1,149897.21,0,40941.74,0
Justice and Solicitor General,2015,"Director, Legal Aid",Senior Manager Zone 2,129490.82,0,38875.78,0
Justice and Solicitor General,2015,Senior Legal Counsel,NonJustice Legal Counsel 4,186779.61,0,53898.68,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,43845.28,0
Justice and Solicitor General,2015,Senior Project Manager,Manager Zone 2,105207.71,0,33049.54,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,"Director, Aboriginal Policy",Senior Manager Zone 1,109685.57,0,32070.2,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,112114.4,0,27908.86,0
Justice and Solicitor General,2015,General Counsel,Justice Legal Counsel 5,197025.96,0,54659.52,0
Justice and Solicitor General,2015,Manager,Manager Zone 2,106539.49,0,32283.6,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,173587.61,0,48566.22,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,54734.72,0
Justice and Solicitor General,2015,Legal Advisor,Justice Legal Counsel 2,185003.89,0,7962.67,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,166038.18,0,45319.99,0
Justice and Solicitor General,2015,Asst Chief Med. Examiner,Pathologist IV,357075,0,10349.08,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 5,197025.97,0,53651.34,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,174754.71,0,52780.58,0
Justice and Solicitor General,2015,"Deputy Director, Operations",Manager Zone 2,110620.77,0,31011.06,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,0,35256.43,0
Justice and Solicitor General,2015,"Exec. Direc, Policy & Planning",Executive Manager 1,138539.15,0,40006.88,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 5,194420.43,0,49292.37,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,121398.25,0,36773.21,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,172926.93,0,52356.83,0
Justice and Solicitor General,2015,Enterprise Archit Steward,Systems Analyst Level 3,107461.52,0,23803.01,0
Justice and Solicitor General,2015,ADM /Chief Information Officer,Assistant Deputy Minister,206891.58,0,53241.13,0
Justice and Solicitor General,2015,Dir. Comm Corr & Release Progr,Senior Manager Zone 2,121118.75,0,33920.91,0
Justice and Solicitor General,2015,Director of Operations,Senior Manager Zone 1,122788.39,0,32724.78,0
Justice and Solicitor General,2015,Project Counsel,Justice Legal Counsel 3,173587.61,0,48368.51,0
Justice and Solicitor General,2015,Dir Contr Pol & Pol Oversight,Senior Manager Zone 1,122788.39,0,50875.71,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,161175.98,0,43094.66,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,124182.86,0,38776.26,0
Justice and Solicitor General,2015,Econ. Crime Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,52121.75,0
Justice and Solicitor General,2015,Director Operations,Senior Manager Zone 1,117439.42,0,32840.29,0
Justice and Solicitor General,2015,Legal Officer,Justice Legal Counsel 4,199368.81,0,53677.5,0
Justice and Solicitor General,2015,Legal Director,Justice Legal Counsel 5,197025.97,0,53333.71,0
Justice and Solicitor General,2015,Assist Dir Security & Intellig,Senior Manager Zone 1,111472.27,0,31698.16,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,183550.77,0,53663.44,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,110883.71,1925.05,31570.01,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,52473.24,0
Justice and Solicitor General,2015,Executive Director,Justice Legal Counsel 6,203245.42,0,54636.92,0
Justice and Solicitor General,2015,"Director, Strategy & Planning",Senior Manager Zone 2,139992.54,0,40527.17,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,127807.4,0,40635.07,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,144403.85,23333.7,44670.89,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131712.59,9986.9,34748.1,0
Justice and Solicitor General,2015,Executive Legal Counsel,Justice Legal Counsel 4,179102.05,0,48617.76,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,139658.8,0,48717.81,0
Justice and Solicitor General,2015,Dir Policing Stds &Evaluations,Senior Manager Zone 1,120640.29,0,37338.93,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48162.99,0
Justice and Solicitor General,2015,Chief Crown Proscecutor,Justice Legal Counsel 4,186804.95,6970.31,48430.22,0
Justice and Solicitor General,2015,Northern Director,Senior Manager Zone 1,121917.91,0,36142.92,0
Justice and Solicitor General,2015,Case Management Counsel,Justice Legal Counsel 3,226092.23,0,13195.61,0
Justice and Solicitor General,2015,"ADM, Legal Services",ADM Justice Legal Counsel 8,217496.91,0,58265.04,0
Justice and Solicitor General,2015,"Unit Inspector, Lac La Biche",Manager Zone 2,107330.82,0,29412.09,0
Justice and Solicitor General,2015,Exec. Dir. - FW Enf /Chief FWO,Executive Manager 1,156743.1,0,10971.28,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,186536.46,0,51080.03,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 4,189045.71,0,51950.86,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,45694.37,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,165956.64,0,44089.57,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,51174.88,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 3,131996.78,0,5189.26,0
Justice and Solicitor General,2015,Director,Senior Manager,106739.91,862.62,6568.66,0
Justice and Solicitor General,2015,Deputy Chief Med Examiner,Deputy Chief ME,357075,13092.75,6737.83,0
Justice and Solicitor General,2015,Mgr. Security Ops North,Manager Zone 2,110620.77,0,33263,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,111831.31,0,30449.12,0
Justice and Solicitor General,2015,Director,Senior Manager Zone 1,118620.45,0,36369.19,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,127807.4,0,38588.23,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,51300.97,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,183410.32,0,10134.41,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,6000,44363.71,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,115811.87,0,36272.67,0
Justice and Solicitor General,2015,Mgr Supervisory & Leadership D,Manager Zone 2,110620.77,0,10369.6,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,186245.01,0,52655.7,0
Justice and Solicitor General,2015,"Exec Director, AFRRCS Project",Executive Manager 1,180414.04,0,49295.5,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,48811.29,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,45694.37,0
Justice and Solicitor General,2015,Asst. Chief Crown Prosecutor,Justice Legal Counsel 4,183579.35,0,47284.77,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,131641.7,0,34731.42,0
Justice and Solicitor General,2015,Economic Crime Prosecutor,Justice Legal Counsel 2,124655.43,0,49739.02,0
Justice and Solicitor General,2015,Chief Transport Officer,Executive Manager 1,169371.1,0,9967.77,0
Justice and Solicitor General,2015,Bodily Injury Specialist,Manager Zone 2,110620.77,0,31908.23,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,124084.71,0,33421.33,0
Justice and Solicitor General,2015,Superintendent,Senior Manager Zone 1,121917.91,0,34107.1,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,172631.24,0,48551.46,0
Justice and Solicitor General,2015,Insp. - Maj Inves & Intel Unit,Manager Zone 2,110620.77,0,31516.24,0
Justice and Solicitor General,2015,Barrister and Solicitor,Senior Manager,138301.86,2430.54,39434.7,0
Justice and Solicitor General,2015,Director,Senior Manager Zone 2,137633.11,0,40146.83,0
Justice and Solicitor General,2015,"Director,Strategy and Program",Executive Manager 1,120297.81,0,36057.12,0
Justice and Solicitor General,2015,Chief of Staff,Senior Manager Zone 1,124188.76,0,37596.63,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,50807.13,0
Justice and Solicitor General,2015,"Team Lead, Investigators - Edm",Medical and Health 3,104891.47,40944.82,23973.58,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,172926.93,250,47797.39,0
Justice and Solicitor General,2015,Deputy Director Operations,Manager Zone 2,110620.77,300,31516.24,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,152828.07,0,40933.95,0
Justice and Solicitor General,2015,Bodily Injury Specialist,Manager Zone 2,110620.77,0,34416.95,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 4,187094.03,0,49995.65,0
Justice and Solicitor General,2015,Deputy Chief Toxicologist,Deputy Chief Toxicologist,158769.47,0,43218.72,0
Justice and Solicitor General,2015,"Manager, Emergency Planning",Manager Zone 2,110620.77,0,33473.19,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,45342.88,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,127807.4,0,33362.67,0
Justice and Solicitor General,2015,Operations Manager,Manager Zone 2,110575.55,0,26282.53,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 5,197025.97,0,10364.55,0
Justice and Solicitor General,2015,Network Analyst,Systems Analyst Level 3,105784.32,0,31610.08,0
Justice and Solicitor General,2015,Barrister & Solicitor,Justice Legal Counsel 3,173587.61,0,49600.46,0
Justice and Solicitor General,2015,Case Management Counsel,Justice Legal Counsel 3,178247.1,0,54206.72,0
Justice and Solicitor General,2015,Crown Prosecutor,Manager,113462.29,0,29555.86,0
Justice and Solicitor General,2015,Dir Comm Corr & Release Prog,Senior Manager Zone 2,121118.75,0,36599.32,0
Justice and Solicitor General,2015,"Director, Finance & Ops",Senior Manager Zone 1,122788.39,0,33106.46,0
Justice and Solicitor General,2015,Senior Manager,Justice Legal Counsel 5,197025.97,15793.38,51257.5,0
Justice and Solicitor General,2015,Assoc Deputy Solicitor General,Deputy Minister,276214.29,3984.64,71060.64,0
Justice and Solicitor General,2015,Director Application Services,Senior Manager Zone 2,137359.34,0,37883.85,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 3,151871.01,0,47449.01,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 2,175453.8,0,7322.05,0
Justice and Solicitor General,2015,Crown Prosecutor,Manager,106930.9,23344.96,31566.99,0
Justice and Solicitor General,2015,"Manager, Special Invest Unit",Manager Zone 2,110620.77,0,34053.04,0
Justice and Solicitor General,2015,Ex. Dir Policy & Program Dev,Executive Manager 1,162446.26,0,45860.45,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 4,187094.03,0,50474.38,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 2,137079.25,0,47680.47,0
Justice and Solicitor General,2015,"Mgr, Diversity and Inclusion",Manager Zone 2,110620.77,16122.24,11655.27,0
Justice and Solicitor General,2015,Mgr Mental Health Initiative,Senior Manager Zone 1,125747.5,0,33604.84,0
Justice and Solicitor General,2015,Appellate Counsel,Justice Legal Counsel 4,187094.03,0,51300.97,0
Justice and Solicitor General,2015,"Director, IT Services",Senior Manager Zone 2,137633.11,0,40166.55,0
Justice and Solicitor General,2015,Legal Counsel,Justice Legal Counsel 3,140133.81,0,43921.07,0
Justice and Solicitor General,2015,Manager Operations,Manager Zone 2,110620.77,0,33592.24,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,120470.4,0,33992.21,0
Justice and Solicitor General,2015,OH & S Manager,Manager Zone 2,110620.77,0,30790.64,0
Justice and Solicitor General,2015,Legislative Counsel,Justice Legal Counsel 3,173587.44,0,48366.86,0
Justice and Solicitor General,2015,Team Commander,Manager Zone 2,121682.72,0,40847.02,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,124084.71,100,39785.06,0
Justice and Solicitor General,2015,Deputy Director,Manager Zone 2,110620.77,0,30185.58,0
Justice and Solicitor General,2015,Superintendent - Northeast,Senior Manager Zone 1,122495.45,250,34250.71,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,160017.05,0,45401.17,0
Justice and Solicitor General,2015,"Manager, Fin.Sys. & Adv. Ser.",Manager Zone 2,110620.77,0,34540.24,0
Justice and Solicitor General,2015,"Dep Director, Protect. Service",Senior Manager Zone 1,122788.39,0,33009.9,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,139658.8,0,41123.48,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,108423.35,0,34229.34,0
Justice and Solicitor General,2015,Property Rights Advocate,Executive Manager 1,189706.6,16300.33,7407.87,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,173587.61,0,48718.37,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,0,36947.74,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,151871.01,0,47449.01,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,0,35016.6,0
Justice and Solicitor General,2015,"Director, Appeals Unit",Justice Legal Counsel 5,189351.15,0,52176.29,0
Justice and Solicitor General,2015,Deputy Chief,Senior Manager Zone 2,126637.01,0,36768.29,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,49149.1,0
Justice and Solicitor General,2015,Barrister and Solicitor,Justice Legal Counsel 3,164817.47,0,45226.77,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 3,173587.61,0,49052.14,0
Justice and Solicitor General,2015,Public Affairs Officer,Manager Zone 2,109194.14,0,33958.49,0
Justice and Solicitor General,2015,Crown Prosecutor,Justice Legal Counsel 2,131641.7,6000,36691.99,0
Justice and Solicitor General,2015,Legal Officer 3,Justice Legal Counsel 3,150782.69,0,47520.48,0
